CUDA Memory Cleared. Current VRAM Usage: 0.00 MB
On device cuda
Getting data loader crumb
Total unique classes found: 2
Label IDs: [0, 1]
Total images in dataset: 2003
Total batches: 86 (at batch size 16)

============================================================
Run 1/1  |  seed=44  |  results -> results/robust_classification/run_20260626_105015_seed44
============================================================

Training robust_classification for 300 epochs
  Batch   0 | t=[0,0] | loss=0.7179 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  70 | t=[2,70] | loss=0.7425 | acc=9/16 | MISCLASSIFIED: [1] pred=0 true=1 t=6, [3] pred=1 true=0 t=62, [4] pred=0 true=1 t=29, [7] pred=1 true=0 t=62, [10] pred=0 true=1 t=53, [12] pred=1 true=0 t=37, [13] pred=0 true=1 t=36
  Batch  71 | t=[0,70] | loss=0.6386 | acc=12/16 | MISCLASSIFIED: [7] pred=0 true=1 t=32, [11] pred=1 true=0 t=70, [12] pred=0 true=1 t=69, [14] pred=0 true=1 t=41
  Batch  72 | t=[4,72] | loss=0.7280 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=66, [5] pred=0 true=1 t=49, [9] pred=1 true=0 t=61, [11] pred=1 true=0 t=72, [14] pred=0 true=1 t=52
  Batch  73 | t=[8,70] | loss=0.6022 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=70, [2] pred=1 true=0 t=8, [3] pred=1 true=0 t=49, [4] pred=1 true=0 t=30, [8] pred=0 true=1 t=27, [15] pred=1 true=0 t=36
  Batch  74 | t=[1,60] | loss=0.8581 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=27, [4] pred=1 true=0 t=52, [7] pred=1 true=0 t=12, [12] pred=1 true=0 t=36, [14] pred=0 true=1 t=40, [15] pred=1 true=0 t=33
  Batch  75 | t=[1,68] | loss=0.6138 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=14, [8] pred=1 true=0 t=68, [10] pred=1 true=0 t=24, [13] pred=0 true=1 t=52
  Batch  76 | t=[0,70] | loss=0.6011 | acc=12/16 | MISCLASSIFIED: [2] pred=1 true=0 t=62, [6] pred=1 true=0 t=42, [9] pred=0 true=1 t=38, [13] pred=1 true=0 t=63
  Batch  77 | t=[9,72] | loss=0.6263 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=19, [7] pred=0 true=1 t=29, [9] pred=1 true=0 t=19, [10] pred=1 true=0 t=66, [11] pred=1 true=0 t=34, [15] pred=0 true=1 t=45
  Batch  78 | t=[11,63] | loss=0.4218 | acc=13/16 | MISCLASSIFIED: [7] pred=1 true=0 t=11, [10] pred=1 true=0 t=61, [15] pred=0 true=1 t=52
  Batch  79 | t=[11,72] | loss=0.4885 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=52, [3] pred=0 true=1 t=11, [4] pred=1 true=0 t=31, [9] pred=0 true=1 t=11, [11] pred=0 true=1 t=44
  Batch  80 | t=[0,68] | loss=0.7834 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=68, [3] pred=1 true=0 t=37, [7] pred=1 true=0 t=44, [8] pred=0 true=1 t=32, [9] pred=1 true=0 t=22, [11] pred=0 true=1 t=17, [13] pred=0 true=1 t=18, [14] pred=0 true=1 t=0
  Batch  81 | t=[5,58] | loss=0.4909 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=58, [4] pred=1 true=0 t=21, [5] pred=0 true=1 t=26, [11] pred=1 true=0 t=15, [13] pred=0 true=1 t=49
  Batch  82 | t=[1,70] | loss=0.9578 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=42, [1] pred=1 true=0 t=68, [2] pred=0 true=1 t=70, [3] pred=0 true=1 t=17, [5] pred=1 true=0 t=48, [9] pred=0 true=1 t=24, [10] pred=0 true=1 t=36, [13] pred=0 true=1 t=1, [15] pred=0 true=1 t=41
  Batch  83 | t=[2,72] | loss=0.8374 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=14, [1] pred=0 true=1 t=72, [3] pred=1 true=0 t=60, [4] pred=0 true=1 t=2, [9] pred=1 true=0 t=36, [13] pred=0 true=1 t=29, [14] pred=0 true=1 t=7, [15] pred=1 true=0 t=71
  Batch  84 | t=[11,69] | loss=1.2028 | acc=8/16 | MISCLASSIFIED: [2] pred=0 true=1 t=33, [3] pred=0 true=1 t=40, [7] pred=1 true=0 t=50, [9] pred=0 true=1 t=46, [10] pred=0 true=1 t=20, [11] pred=0 true=1 t=11, [12] pred=1 true=0 t=31, [14] pred=0 true=1 t=54
  Batch  85 | t=[3,71] | loss=0.5561 | acc=9/14 | MISCLASSIFIED: [0] pred=0 true=1 t=26, [2] pred=1 true=0 t=22, [3] pred=0 true=1 t=26, [7] pred=0 true=1 t=41, [12] pred=0 true=1 t=11
Epoch 22 [transition(ε=0.010)] | Loss: 0.6790 | Val Loss: 0.6188 | Val Acc: 70.0% | LR: 9.92e-03
--- Saved model to checkpoints/robust_classification/state.pt ---
  Batch   0 | t=[6,72] | loss=0.9625 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=64, [2] pred=1 true=0 t=6, [3] pred=0 true=1 t=15, [5] pred=0 true=1 t=21, [6] pred=0 true=1 t=32, [9] pred=1 true=0 t=72, [11] pred=1 true=0 t=52, [15] pred=1 true=0 t=30
  Batch   1 | t=[1,75] | loss=0.4531 | acc=14/16 | MISCLASSIFIED: [10] pred=0 true=1 t=75, [14] pred=0 true=1 t=22
  Batch   2 | t=[5,70] | loss=0.6141 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=13, [2] pred=1 true=0 t=39, [4] pred=0 true=1 t=32, [5] pred=1 true=0 t=43, [7] pred=1 true=0 t=47, [10] pred=0 true=1 t=26
  Batch   3 | t=[0,70] | loss=0.5169 | acc=14/16 | MISCLASSIFIED: [3] pred=1 true=0 t=61, [9] pred=1 true=0 t=1
  Batch   4 | t=[5,74] | loss=0.9533 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=7, [3] pred=1 true=0 t=57, [5] pred=1 true=0 t=25, [6] pred=1 true=0 t=49, [7] pred=0 true=1 t=70, [8] pred=1 true=0 t=55, [11] pred=1 true=0 t=58, [15] pred=1 true=0 t=57
  Batch   5 | t=[11,69] | loss=0.6094 | acc=10/16 | MISCLASSIFIED: [3] pred=1 true=0 t=46, [4] pred=1 true=0 t=67, [7] pred=1 true=0 t=63, [11] pred=1 true=0 t=39, [12] pred=1 true=0 t=11, [13] pred=1 true=0 t=22
  Batch   6 | t=[1,70] | loss=0.7664 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=11, [2] pred=1 true=0 t=26, [3] pred=1 true=0 t=5, [5] pred=1 true=0 t=43, [13] pred=1 true=0 t=42, [14] pred=1 true=0 t=51
  Batch   7 | t=[3,75] | loss=0.8142 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=16, [2] pred=1 true=0 t=47, [4] pred=1 true=0 t=67, [8] pred=1 true=0 t=53, [10] pred=1 true=0 t=38, [13] pred=1 true=0 t=16
  Batch   8 | t=[0,75] | loss=0.4596 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=41, [6] pred=1 true=0 t=75, [14] pred=1 true=0 t=53
  Batch   9 | t=[7,70] | loss=0.6759 | acc=7/16 | MISCLASSIFIED: [2] pred=1 true=0 t=23, [3] pred=1 true=0 t=65, [5] pred=1 true=0 t=55, [6] pred=1 true=0 t=47, [7] pred=1 true=0 t=49, [8] pred=1 true=0 t=7, [9] pred=1 true=0 t=39, [11] pred=0 true=1 t=11, [14] pred=0 true=1 t=28
  Batch  10 | t=[6,74] | loss=0.6081 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=24, [2] pred=1 true=0 t=56, [5] pred=1 true=0 t=30, [7] pred=1 true=0 t=65, [9] pred=1 true=0 t=20, [13] pred=1 true=0 t=73
  Batch  11 | t=[2,75] | loss=0.5156 | acc=12/16 | MISCLASSIFIED: [1] pred=1 true=0 t=2, [8] pred=1 true=0 t=11, [10] pred=1 true=0 t=74, [15] pred=0 true=1 t=36
  Batch  12 | t=[4,74] | loss=0.7162 | acc=6/16 | MISCLASSIFIED: [0] pred=1 true=0 t=10, [2] pred=0 true=1 t=29, [4] pred=1 true=0 t=70, [5] pred=0 true=1 t=20, [6] pred=1 true=0 t=58, [7] pred=1 true=0 t=60, [8] pred=1 true=0 t=18, [9] pred=1 true=0 t=8, [12] pred=1 true=0 t=74, [14] pred=0 true=1 t=4
  Batch  13 | t=[26,72] | loss=0.5893 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=72, [2] pred=0 true=1 t=61, [7] pred=1 true=0 t=34, [9] pred=0 true=1 t=26, [10] pred=0 true=1 t=68, [12] pred=1 true=0 t=56
  Batch  14 | t=[7,64] | loss=0.5559 | acc=12/16 | MISCLASSIFIED: [6] pred=0 true=1 t=32, [8] pred=0 true=1 t=7, [14] pred=1 true=0 t=63, [15] pred=0 true=1 t=64
  Batch  15 | t=[5,69] | loss=0.5815 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=43, [1] pred=1 true=0 t=60, [7] pred=0 true=1 t=21, [8] pred=0 true=1 t=17, [13] pred=0 true=1 t=10, [15] pred=1 true=0 t=49
  Batch  16 | t=[14,67] | loss=0.6034 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=39, [8] pred=1 true=0 t=41, [9] pred=0 true=1 t=26, [11] pred=0 true=1 t=21, [14] pred=0 true=1 t=27
  Batch  17 | t=[4,75] | loss=0.7054 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=60, [2] pred=0 true=1 t=36, [4] pred=0 true=1 t=12, [6] pred=0 true=1 t=23, [8] pred=0 true=1 t=19, [10] pred=0 true=1 t=10, [11] pred=0 true=1 t=23, [14] pred=0 true=1 t=43
  Batch  18 | t=[0,70] | loss=0.7331 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=20, [1] pred=1 true=0 t=14, [3] pred=0 true=1 t=5, [4] pred=0 true=1 t=70, [5] pred=1 true=0 t=0, [8] pred=0 true=1 t=20, [10] pred=1 true=0 t=60, [11] pred=1 true=0 t=13, [14] pred=0 true=1 t=41
  Batch  19 | t=[2,61] | loss=0.6319 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=50, [1] pred=0 true=1 t=37, [2] pred=0 true=1 t=48, [4] pred=0 true=1 t=21, [6] pred=0 true=1 t=59, [7] pred=1 true=0 t=9, [8] pred=0 true=1 t=47, [14] pred=0 true=1 t=2
  Batch  20 | t=[9,71] | loss=0.6672 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=42, [1] pred=0 true=1 t=9, [4] pred=0 true=1 t=27, [5] pred=0 true=1 t=33, [6] pred=1 true=0 t=29, [11] pred=1 true=0 t=44, [13] pred=0 true=1 t=71
  Batch  21 | t=[0,66] | loss=0.5413 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=66, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=35, [12] pred=0 true=1 t=55
  Batch  22 | t=[6,72] | loss=0.6394 | acc=10/16 | MISCLASSIFIED: [3] pred=1 true=0 t=40, [9] pred=1 true=0 t=49, [10] pred=0 true=1 t=27, [11] pred=0 true=1 t=68, [13] pred=1 true=0 t=41, [15] pred=0 true=1 t=68
  Batch  23 | t=[7,74] | loss=0.4885 | acc=13/16 | MISCLASSIFIED: [3] pred=0 true=1 t=56, [10] pred=1 true=0 t=52, [14] pred=1 true=0 t=46
  Batch  24 | t=[2,70] | loss=0.6194 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=58, [2] pred=0 true=1 t=4, [8] pred=0 true=1 t=48, [9] pred=1 true=0 t=27, [10] pred=1 true=0 t=70, [14] pred=1 true=0 t=41
  Batch  25 | t=[0,61] | loss=0.5207 | acc=11/16 | MISCLASSIFIED: [4] pred=1 true=0 t=23, [5] pred=1 true=0 t=39, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=41, [14] pred=1 true=0 t=26
  Batch  26 | t=[1,65] | loss=0.9836 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=26, [1] pred=1 true=0 t=28, [2] pred=1 true=0 t=60, [5] pred=0 true=1 t=60, [7] pred=1 true=0 t=42, [12] pred=1 true=0 t=61, [13] pred=1 true=0 t=54, [14] pred=1 true=0 t=65
  Batch  27 | t=[1,75] | loss=0.5050 | acc=12/16 | MISCLASSIFIED: [6] pred=0 true=1 t=44, [10] pred=0 true=1 t=29, [12] pred=1 true=0 t=42, [13] pred=1 true=0 t=40
  Batch  28 | t=[4,67] | loss=0.7518 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=4, [1] pred=0 true=1 t=45, [2] pred=1 true=0 t=58, [4] pred=1 true=0 t=10, [7] pred=0 true=1 t=66, [12] pred=1 true=0 t=29, [13] pred=1 true=0 t=37
  Batch  29 | t=[0,75] | loss=0.6401 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=7, [5] pred=1 true=0 t=13, [9] pred=1 true=0 t=5, [12] pred=1 true=0 t=46, [15] pred=0 true=1 t=64
  Batch  30 | t=[0,73] | loss=0.7881 | acc=6/16 | MISCLASSIFIED: [1] pred=0 true=1 t=7, [2] pred=1 true=0 t=64, [3] pred=1 true=0 t=37, [4] pred=1 true=0 t=56, [8] pred=0 true=1 t=6, [9] pred=1 true=0 t=3, [11] pred=1 true=0 t=11, [13] pred=1 true=0 t=23, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=1
  Batch  31 | t=[3,69] | loss=0.6692 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=69, [5] pred=0 true=1 t=3, [8] pred=1 true=0 t=27, [9] pred=1 true=0 t=24
  Batch  32 | t=[0,74] | loss=0.5977 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=41, [6] pred=0 true=1 t=36, [8] pred=1 true=0 t=15
  Batch  33 | t=[3,74] | loss=0.6258 | acc=10/16 | MISCLASSIFIED: [4] pred=0 true=1 t=68, [6] pred=1 true=0 t=61, [9] pred=0 true=1 t=46, [13] pred=1 true=0 t=41, [14] pred=0 true=1 t=66, [15] pred=1 true=0 t=3
  Batch  34 | t=[0,74] | loss=0.4857 | acc=12/16 | MISCLASSIFIED: [9] pred=0 true=1 t=49, [11] pred=1 true=0 t=62, [14] pred=0 true=1 t=57, [15] pred=1 true=0 t=8
  Batch  35 | t=[2,75] | loss=0.7826 | acc=10/16 | MISCLASSIFIED: [2] pred=0 true=1 t=74, [3] pred=1 true=0 t=65, [5] pred=0 true=1 t=59, [7] pred=0 true=1 t=73, [14] pred=1 true=0 t=75, [15] pred=1 true=0 t=10
  Batch  36 | t=[6,74] | loss=0.5204 | acc=12/16 | MISCLASSIFIED: [6] pred=0 true=1 t=12, [7] pred=1 true=0 t=65, [12] pred=1 true=0 t=31, [13] pred=1 true=0 t=53
  Batch  37 | t=[2,73] | loss=0.4504 | acc=13/16 | MISCLASSIFIED: [3] pred=0 true=1 t=61, [5] pred=1 true=0 t=52, [11] pred=1 true=0 t=21
  Batch  38 | t=[4,64] | loss=1.0384 | acc=9/16 | MISCLASSIFIED: [2] pred=1 true=0 t=7, [6] pred=0 true=1 t=63, [8] pred=0 true=1 t=12, [9] pred=0 true=1 t=4, [10] pred=0 true=1 t=64, [11] pred=0 true=1 t=33, [14] pred=1 true=0 t=43
  Batch  39 | t=[7,74] | loss=0.8771 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=65, [1] pred=0 true=1 t=54, [3] pred=1 true=0 t=23, [4] pred=1 true=0 t=25, [5] pred=1 true=0 t=29, [10] pred=0 true=1 t=34, [14] pred=1 true=0 t=18, [15] pred=0 true=1 t=50
  Batch  40 | t=[5,75] | loss=0.5801 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=75, [7] pred=0 true=1 t=52, [8] pred=0 true=1 t=66, [15] pred=0 true=1 t=43
  Batch  41 | t=[1,71] | loss=0.5685 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=56, [6] pred=1 true=0 t=1, [7] pred=0 true=1 t=8, [9] pred=1 true=0 t=56
  Batch  42 | t=[2,75] | loss=0.5568 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=73, [3] pred=0 true=1 t=63, [9] pred=1 true=0 t=39, [10] pred=0 true=1 t=75
  Batch  43 | t=[2,74] | loss=0.6584 | acc=11/16 | MISCLASSIFIED: [7] pred=1 true=0 t=43, [9] pred=0 true=1 t=35, [13] pred=0 true=1 t=30, [14] pred=0 true=1 t=60, [15] pred=0 true=1 t=24
  Batch  44 | t=[1,71] | loss=0.5276 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=44, [6] pred=1 true=0 t=62, [9] pred=0 true=1 t=51, [11] pred=1 true=0 t=15, [12] pred=0 true=1 t=11
  Batch  45 | t=[1,59] | loss=0.6476 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=39, [8] pred=1 true=0 t=31, [12] pred=1 true=0 t=59
  Batch  46 | t=[4,74] | loss=0.3788 | acc=15/16 | MISCLASSIFIED: [4] pred=0 true=1 t=57
  Batch  47 | t=[2,66] | loss=0.4736 | acc=12/16 | MISCLASSIFIED: [1] pred=1 true=0 t=64, [10] pred=0 true=1 t=65, [11] pred=1 true=0 t=38, [14] pred=0 true=1 t=45
  Batch  48 | t=[1,73] | loss=0.6043 | acc=11/16 | MISCLASSIFIED: [0] pred=0 true=1 t=17, [3] pred=0 true=1 t=50, [4] pred=0 true=1 t=23, [9] pred=0 true=1 t=13, [12] pred=0 true=1 t=63
  Batch  49 | t=[1,69] | loss=0.7012 | acc=10/16 | MISCLASSIFIED: [4] pred=1 true=0 t=27, [5] pred=1 true=0 t=1, [8] pred=0 true=1 t=39, [10] pred=0 true=1 t=59, [11] pred=0 true=1 t=55, [14] pred=0 true=1 t=21
  Batch  50 | t=[3,60] | loss=0.5051 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=4, [3] pred=0 true=1 t=17, [6] pred=0 true=1 t=8, [7] pred=0 true=1 t=57
  Batch  51 | t=[1,73] | loss=0.5465 | acc=12/16 | MISCLASSIFIED: [6] pred=0 true=1 t=16, [7] pred=0 true=1 t=51, [8] pred=0 true=1 t=1, [12] pred=0 true=1 t=73
  Batch  52 | t=[4,69] | loss=0.6157 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=52, [1] pred=1 true=0 t=33, [3] pred=0 true=1 t=34, [4] pred=1 true=0 t=6, [6] pred=0 true=1 t=15, [9] pred=0 true=1 t=13, [12] pred=1 true=0 t=49
  Batch  53 | t=[18,63] | loss=0.5824 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=18, [7] pred=1 true=0 t=51, [11] pred=0 true=1 t=26, [12] pred=0 true=1 t=43, [14] pred=1 true=0 t=63, [15] pred=0 true=1 t=28
  Batch  54 | t=[3,71] | loss=0.7050 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=62, [2] pred=1 true=0 t=22, [4] pred=0 true=1 t=45, [5] pred=1 true=0 t=71, [6] pred=0 true=1 t=53, [7] pred=0 true=1 t=68
  Batch  55 | t=[3,67] | loss=0.4624 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=20, [5] pred=0 true=1 t=3, [6] pred=1 true=0 t=42, [8] pred=1 true=0 t=67, [10] pred=0 true=1 t=8, [14] pred=1 true=0 t=4
  Batch  56 | t=[2,62] | loss=0.7122 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=2, [1] pred=1 true=0 t=23, [2] pred=0 true=1 t=18, [6] pred=1 true=0 t=49, [8] pred=1 true=0 t=56, [13] pred=1 true=0 t=62, [14] pred=1 true=0 t=42
  Batch  57 | t=[0,75] | loss=0.4604 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=70, [4] pred=1 true=0 t=24, [5] pred=1 true=0 t=39, [7] pred=1 true=0 t=10
  Batch  58 | t=[1,66] | loss=0.4575 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=1, [3] pred=0 true=1 t=25, [6] pred=1 true=0 t=32, [9] pred=0 true=1 t=44, [15] pred=1 true=0 t=2
  Batch  59 | t=[1,71] | loss=0.7161 | acc=8/16 | MISCLASSIFIED: [2] pred=0 true=1 t=71, [3] pred=1 true=0 t=18, [6] pred=1 true=0 t=70, [7] pred=1 true=0 t=33, [11] pred=1 true=0 t=1, [12] pred=0 true=1 t=67, [13] pred=1 true=0 t=49, [14] pred=0 true=1 t=48
  Batch  60 | t=[0,70] | loss=0.7510 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=6, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=70, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=35, [11] pred=1 true=0 t=52
  Batch  61 | t=[3,74] | loss=0.4971 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=5, [5] pred=1 true=0 t=55, [6] pred=0 true=1 t=34, [7] pred=1 true=0 t=35
  Batch  62 | t=[4,74] | loss=0.5908 | acc=12/16 | MISCLASSIFIED: [10] pred=0 true=1 t=23, [11] pred=1 true=0 t=59, [13] pred=0 true=1 t=24, [15] pred=0 true=1 t=52
  Batch  63 | t=[1,73] | loss=0.6140 | acc=9/16 | MISCLASSIFIED: [2] pred=1 true=0 t=71, [5] pred=0 true=1 t=64, [7] pred=0 true=1 t=64, [8] pred=1 true=0 t=11, [11] pred=1 true=0 t=53, [13] pred=0 true=1 t=73, [15] pred=0 true=1 t=48
  Batch  64 | t=[7,70] | loss=0.6416 | acc=9/16 | MISCLASSIFIED: [6] pred=0 true=1 t=70, [9] pred=1 true=0 t=38, [10] pred=0 true=1 t=39, [11] pred=0 true=1 t=42, [12] pred=1 true=0 t=15, [13] pred=0 true=1 t=70, [15] pred=0 true=1 t=42
  Batch  65 | t=[10,72] | loss=0.8381 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=42, [3] pred=0 true=1 t=19, [5] pred=1 true=0 t=50, [6] pred=1 true=0 t=69, [7] pred=0 true=1 t=72, [8] pred=0 true=1 t=41, [10] pred=0 true=1 t=41, [12] pred=0 true=1 t=50, [15] pred=0 true=1 t=72
  Batch  66 | t=[2,71] | loss=0.5741 | acc=10/16 | MISCLASSIFIED: [3] pred=1 true=0 t=62, [4] pred=0 true=1 t=65, [5] pred=1 true=0 t=24, [8] pred=1 true=0 t=71, [9] pred=1 true=0 t=8, [11] pred=0 true=1 t=45
  Batch  67 | t=[6,64] | loss=0.8745 | acc=8/16 | MISCLASSIFIED: [2] pred=0 true=1 t=64, [4] pred=0 true=1 t=13, [6] pred=1 true=0 t=32, [7] pred=0 true=1 t=6, [9] pred=1 true=0 t=60, [10] pred=0 true=1 t=6, [12] pred=1 true=0 t=64, [15] pred=1 true=0 t=27
  Batch  68 | t=[10,72] | loss=0.5497 | acc=9/16 | MISCLASSIFIED: [4] pred=1 true=0 t=21, [6] pred=1 true=0 t=66, [9] pred=1 true=0 t=61, [10] pred=0 true=1 t=41, [11] pred=1 true=0 t=25, [12] pred=0 true=1 t=28, [14] pred=0 true=1 t=57
  Batch  69 | t=[4,68] | loss=0.8769 | acc=9/16 | MISCLASSIFIED: [3] pred=0 true=1 t=17, [4] pred=1 true=0 t=4, [7] pred=1 true=0 t=48, [8] pred=0 true=1 t=18, [9] pred=0 true=1 t=43, [10] pred=1 true=0 t=49, [14] pred=1 true=0 t=47
  Batch  70 | t=[3,73] | loss=0.6351 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=72, [2] pred=1 true=0 t=33, [3] pred=1 true=0 t=26, [9] pred=0 true=1 t=45, [11] pred=0 true=1 t=44, [14] pred=1 true=0 t=53
  Batch  71 | t=[1,66] | loss=0.4337 | acc=13/16 | MISCLASSIFIED: [4] pred=1 true=0 t=38, [11] pred=0 true=1 t=54, [12] pred=0 true=1 t=42
  Batch  72 | t=[8,73] | loss=0.7113 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=67, [9] pred=1 true=0 t=72, [11] pred=1 true=0 t=66, [13] pred=0 true=1 t=20, [15] pred=1 true=0 t=57
  Batch  73 | t=[3,71] | loss=0.4929 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=5, [4] pred=1 true=0 t=8, [11] pred=0 true=1 t=37, [12] pred=0 true=1 t=9, [15] pred=1 true=0 t=56
  Batch  74 | t=[3,71] | loss=0.5787 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=3, [4] pred=1 true=0 t=48, [9] pred=1 true=0 t=6, [10] pred=1 true=0 t=6, [12] pred=0 true=1 t=23
  Batch  75 | t=[4,72] | loss=0.7014 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=11, [3] pred=1 true=0 t=19, [6] pred=1 true=0 t=8, [10] pred=1 true=0 t=27, [11] pred=0 true=1 t=17, [12] pred=1 true=0 t=67, [14] pred=1 true=0 t=72, [15] pred=0 true=1 t=8
  Batch  76 | t=[4,73] | loss=0.5094 | acc=13/16 | MISCLASSIFIED: [6] pred=1 true=0 t=58, [9] pred=1 true=0 t=48, [11] pred=1 true=0 t=68
  Batch  77 | t=[3,73] | loss=0.7775 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=40, [1] pred=1 true=0 t=73, [2] pred=1 true=0 t=67, [5] pred=1 true=0 t=42, [9] pred=1 true=0 t=73, [10] pred=1 true=0 t=3, [11] pred=1 true=0 t=34
  Batch  78 | t=[1,71] | loss=0.8252 | acc=6/16 | MISCLASSIFIED: [0] pred=1 true=0 t=60, [2] pred=1 true=0 t=4, [3] pred=0 true=1 t=38, [6] pred=1 true=0 t=1, [8] pred=0 true=1 t=27, [9] pred=1 true=0 t=29, [11] pred=0 true=1 t=12, [12] pred=1 true=0 t=40, [14] pred=1 true=0 t=47, [15] pred=1 true=0 t=1
  Batch  79 | t=[1,75] | loss=0.8635 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=61, [3] pred=0 true=1 t=28, [4] pred=0 true=1 t=27, [7] pred=1 true=0 t=43, [8] pred=0 true=1 t=4, [11] pred=1 true=0 t=6, [13] pred=0 true=1 t=72, [14] pred=0 true=1 t=34
  Batch  80 | t=[14,70] | loss=1.0038 | acc=7/16 | MISCLASSIFIED: [1] pred=1 true=0 t=35, [3] pred=1 true=0 t=51, [4] pred=0 true=1 t=52, [6] pred=0 true=1 t=18, [7] pred=1 true=0 t=70, [8] pred=1 true=0 t=30, [9] pred=0 true=1 t=53, [10] pred=0 true=1 t=31, [12] pred=0 true=1 t=14
  Batch  81 | t=[6,74] | loss=0.8701 | acc=9/16 | MISCLASSIFIED: [4] pred=0 true=1 t=30, [6] pred=1 true=0 t=69, [7] pred=0 true=1 t=18, [8] pred=1 true=0 t=16, [11] pred=0 true=1 t=6, [12] pred=1 true=0 t=74, [13] pred=0 true=1 t=64
  Batch  82 | t=[0,66] | loss=0.8491 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=60, [1] pred=1 true=0 t=65, [3] pred=0 true=1 t=50, [4] pred=1 true=0 t=22, [7] pred=0 true=1 t=34, [8] pred=0 true=1 t=45, [11] pred=0 true=1 t=0, [12] pred=1 true=0 t=56, [15] pred=0 true=1 t=66
